ln_R,ln_I
3.144527435,5.245851994
3.114489079,4.595005512
3.174462318,3.802765131
2.958077908,3.767529964
3.018576622,4.097856045
3.031174183,3.599360943
2.997142315,3.767019987
2.923364162,3.864341974
2.998432875,3.947982311
2.953309059,4.116152763
2.926635981,4.035853386
3.268872023,3.514930725
3.176486254,4.440074921
3.085208416,3.586975336
3.25847888,4.016458035
3.173685789,4.178926468
3.273576498,4.988642693
3.029711723,3.909090996
3.433404446,5.497528553
3.010334253,3.901616812
3.073682308,3.919814348
3.180856228,4.656638145
3.540251017,5.052687645
3.077760935,4.296442986
2.833935499,4.093448162
2.901512861,4.269776821
3.761599541,6.166007996
3.334947109,5.247862339
3.18455267,3.929486036
3.212220192,3.701658487
2.862907648,4.0777421
4.733347893,8.081384659
4.428599358,7.571517944
3.09699297,4.103216648
3.149132252,4.777457714
3.15934515,4.227550507
3.149502277,3.815344334
3.049273968,4.394029617
2.963684082,4.606822491
2.955894709,4.036338329
2.968629122,4.185493946
2.784007311,3.848532915
3.064571381,4.521452427
2.91217494,3.758244276
3.221763611,4.271459579
3.032248259,4.427894592
3.099178314,4.053076744
3.353578806,4.960264683
3.015944481,3.988029957
3.153975725,3.815195799
3.238312721,3.865653038
3.370775223,4.62830925
3.497965813,5.063841343
3.011738777,3.779074669
3.391177177,3.755843639
3.604301691,5.813789368
3.044272184,3.999338388
3.138275862,3.889662266
3.027900934,4.125926018
3.167142868,4.882192135
2.961524725,4.045835972
3.133433819,3.924025297
3.41315484,5.296362877
3.012083292,4.432906628
3.279550552,4.048822403
3.350686789,5.287391186
3.309129,4.926106453
3.211030483,4.443954468
3.198004723,4.673600674
3.466389418,3.65622735
2.984200001,4.463443279
3.325852633,3.98945117
3.144332886,4.370940685
3.37029314,5.234613419
3.084522724,3.94871974
3.100476742,3.792453289
3.383768797,3.80515337
3.278560638,3.728521824
3.313595057,3.783165932
3.520260572,5.076756001
3.328320742,5.016132832
4.214807987,6.298138618
3.219872713,4.717889786
3.079592466,3.89003396
3.928654432,7.063551426
3.331331015,4.948082447
2.971286058,3.851286888
3.211983919,4.195072174
3.273073673,3.876809597
3.144306183,4.247261524
4.435561657,7.605580807
3.97646451,7.053508282
3.411626101,4.912864685
3.276450634,4.004491806
3.044600725,4.262500286
4.224053383,4.099133015
3.044344187,3.755151749
3.054960012,4.033318996
3.490288973,5.385285378
3.292295218,4.355183125
3.218015671,4.495828629
2.990764856,4.75156641
3.11316371,3.653888941
2.800170898,3.804869413
3.16870141,4.308670044
3.916774273,7.024476051
3.125730276,4.295526028
3.040680408,3.73727417
3.027275085,3.822432995
3.175321102,4.302455425
2.946567535,4.070537567
3.075949669,3.592547178
4.011164188,6.951181889
3.147170305,4.30589962
3.643000603,5.691571712
3.449246883,5.637252808
3.528653145,5.411447048
4.034823418,6.868718147
4.20127058,7.650502205
2.958082676,3.994724989
3.159576654,3.990922451
3.061679125,3.882685184
3.368261337,3.661080122
3.348382235,4.732222557
3.148468018,3.816170216
2.922038078,3.922326088
2.947121859,3.789376259
3.33661294,4.626697063
3.018377542,4.089485645
3.134459019,3.851349115
3.121203423,3.693114281
3.319738388,3.592545271
3.145710468,4.313388824
3.185815811,4.207538128
3.182386637,4.114229679
3.128232002,3.782382727
3.10866785,3.909076452
3.807776451,5.25830698
3.23643136,3.93804121
3.500170469,3.9158113
3.145517588,4.143534184
4.502925396,7.694724083
2.93940258,3.734541893
2.966753483,4.183406353
3.101462603,3.67013526
3.034486294,4.345845699
3.091293335,3.856761932
2.947357178,3.750598907
3.199084282,3.63046217
3.403918505,4.676478863
3.262987137,4.79101181
3.018674374,4.042408943
3.366206884,3.64960146
3.420889139,5.101534367
2.939256191,3.890421867
3.595878363,4.702977657
3.436804771,5.050481319
3.53015399,4.729339123
3.226516724,4.800309181
2.954601049,3.744965553
3.086452961,3.724602222
3.304388762,4.543756962
2.984648943,3.802803993
3.288395166,4.51461792
3.218737841,4.055532932
3.364313364,4.073346615
3.455206871,4.793120384
3.203619003,3.659647942
3.149042368,4.056464195
3.553162098,5.041402817
3.30866003,5.064202785
2.929634094,4.276587486
3.000064373,4.07002449
3.367002726,4.986817837
3.059680939,3.937245846
3.653591871,5.589436531
3.023799419,4.202643394
3.555266142,4.201261997
4.157571316,3.770381689
4.324122429,3.256702423
3.613471985,5.416320801
3.19840312,3.979669571
3.147045135,4.7175107
3.55689621,4.313388348
3.326347589,4.071577549
3.46669507,3.856396914
3.449858189,4.977702141
3.161910295,4.095558167
3.318241358,4.834559441
3.866903067,6.902168274
3.304497242,4.537873268
3.705769062,5.986122131
4.04236412,6.891314983
3.554042339,4.773881435
3.785913229,6.516383648
3.154560089,3.680120707
3.986167908,7.201914787
3.294960737,3.813415289
3.42278862,4.88662672
3.369353056,5.014365196
3.933250904,6.994605541
3.30120182,5.072272301
3.320510626,5.679645538
3.460903645,5.616802692
3.698161364,5.715555668
3.21320653,5.065230846
3.27823472,5.203252792
3.238617659,4.736362934
3.872734785,5.873542786
3.329593658,4.531116486
3.294226646,4.976439953
3.225307465,4.520035744
3.811244726,6.041027069
4.130568504,6.95074749
3.476562262,5.233224869
4.163703442,7.321492195
3.127539158,4.347619534
4.49374342,8.122992516
3.016294479,4.476256847
3.392861605,5.743584633
3.839811325,6.647436619
3.455455065,5.304421425
3.574235678,5.891305923
3.857856989,7.016607285
3.358785868,4.765424728
3.208441496,4.925931931
3.636579037,5.784913063
3.592633247,6.128447533
3.441136599,5.586792469
3.342423201,5.22897768
3.911959171,6.174853802
3.541198969,5.006343842
3.608678818,6.186229706
3.420847893,5.430101871
3.341284037,4.584273338
4.144901752,7.559483528
4.106032848,7.115018845
3.589975595,5.695175171
3.323786974,4.81487608
3.190676212,4.558979511
4.451043606,8.00921917
3.431329489,5.011665821
3.423514605,5.58496666
3.381801605,5.68253994
3.206233978,5.160234451
2.899174213,4.715080261
3.974428415,4.215738297
3.128854275,4.16863203
3.4319489,4.918751717
3.09681797,5.106367111
4.082407475,6.900157928
3.435448647,5.267940998
3.280667543,5.153202057
3.640347958,6.283832073
3.18499279,5.614269257
3.516429901,5.424492836
3.349158764,5.563846111
2.892512083,4.46536541
3.647184849,6.160943031
3.591362,5.993691921
3.532019138,5.688611507
3.208394289,4.690422058
3.14212966,4.605965614
3.713288546,6.358540058
3.613411665,6.336997509
3.254652739,4.333242893
3.98603034,7.171084881
3.609819651,6.190324306
3.774245977,6.433804035
3.794386864,6.217877865
4.218916893,5.66094017
3.476284266,5.572399616
3.507230759,5.443059444
3.09179306,5.062427521
3.027454615,4.02407217
3.197320938,4.891488075
3.104715347,4.818788528
3.293056488,5.406263351
3.455693483,5.487123013
3.000406504,4.295615196
3.183020115,4.672068596
3.386377096,5.440815926
3.471851349,5.930098534
3.285298347,4.959416389
3.25645113,4.29507494
3.125453234,4.161281586
3.173532009,4.313869953
3.637581587,5.717824936
3.345191479,4.032077789
3.171579123,4.812059402
2.941058874,4.598299026
2.920454264,4.154708385
3.444493055,5.422673225
3.721406937,6.380125046
3.328387976,5.407619953
3.629078388,5.840146065
3.56834054,5.541328907
3.357563257,5.071135998
4.355481625,7.671255112
3.517983675,6.020789146
3.214316845,4.888184547
3.882980347,6.767627716
3.285341978,4.929593563
3.360628605,4.786969185
3.846712112,6.333560467
3.466685534,5.882110596
3.412369967,5.704154015
3.513703823,5.722224236
3.355453253,5.622064114
3.266500235,4.679590702
3.798703671,6.182118416
3.239914894,5.025269985
4.615148544,8.034503937
3.583171129,6.100701809
4.166254997,7.195976257
3.406499624,5.247906208
2.979914665,4.716216087
3.261499643,5.353682041
3.648304224,5.850946426
3.898869276,5.415524006
3.385641336,4.901073933
3.606474638,6.128836632
3.075998306,4.542738914
3.885634184,6.937345982
3.222939491,5.231765747
3.687767267,7.172386646
3.421892166,5.217498779
3.602941275,4.257234573
3.751663923,6.229570389
3.358567238,4.459722519
3.469846487,5.543072701
3.385521412,5.548063278
3.37819767,4.417526245
3.636767149,5.081561089
3.836491585,6.602082729
3.384494305,4.18335247
3.262503624,5.269529819
3.323765755,4.599758148
3.544543743,5.154834747
3.088445425,4.271874428
3.065629482,5.875694752
3.157872438,4.515345097
3.489380836,5.296793938
3.319041491,4.252574444
4.242747307,6.899104595
3.343524933,4.965454578
3.3440063,4.66613245
3.492037296,5.185669422
3.47442317,4.774086952
3.622463703,5.385956287
3.533329487,4.68094492
3.751491547,6.109730244
3.675830841,4.813796997
3.636035681,4.347509384
3.585437298,5.316164017
4.074647427,5.970364094
3.618192911,4.201775074
3.604085445,4.248486042
3.072594881,4.211700916
3.412498713,4.617714882
3.39121604,4.296882629
3.038799047,4.046821594
3.149065495,4.509430408
3.75776124,6.011521339
3.67285347,4.268856049
3.619495869,4.966367722
3.137352228,4.578786373
3.407740593,4.075906277
3.465729952,4.93732214
3.290691853,4.373354912
3.524960041,6.495091915
3.342526913,4.756850719
3.971445799,7.328962326
3.05224514,4.702026367
3.195195436,5.181704998
3.433521032,5.429869652
3.597813606,5.116984844
3.475204945,4.03554821
3.434740067,5.653867245
3.391884327,4.962378502
3.315094709,5.438611031
3.598948956,4.972032547
3.300569773,4.721527576
3.347337723,5.414619446
3.376421452,5.053508759
3.037656784,4.870757103
3.010503531,5.890875816
3.201333284,4.617256165
3.303554058,4.765562057
3.127015114,4.275215149
3.453647375,5.095787048
3.407401562,6.128037453
2.88733077,5.039615154
3.432799816,4.372141838
3.232025385,4.398214817
3.341217995,4.191672802
3.460745811,5.813261032
3.366797447,5.256430149
3.357311726,4.144092083
3.356987953,4.894206047
3.356711149,5.034618855
3.720384121,5.952406406
3.699808836,6.416671753
3.303228855,4.441432476
3.60993886,5.680232525
3.184139013,4.795978069
3.421914577,5.369812965
3.587494373,5.842289448
3.234729767,4.272981644
3.569653988,5.620616913
3.662042141,5.365858555
3.140720844,4.116280556
3.224686623,4.222716331
3.336437225,4.34931469
3.973572731,6.933176994
3.51906848,6.742684364
3.497429371,6.123353481
3.052812338,4.349455833
3.256173372,5.567685127
3.504741192,5.046360016
3.307751417,5.271780014
3.214138746,4.861533642
3.003612995,4.522265434
3.049976587,4.198112488
3.32232523,4.906823158
3.038787842,4.857814312
3.004768848,4.565657616
3.446331739,5.5643363
3.404319525,5.458235264
3.563976288,4.775867462
3.467920542,4.613402843
3.106052399,4.655236721
3.3385396,5.338929176
3.701633215,5.916539192
3.366676569,6.166999817
3.362982988,5.832505226
3.285275936,5.625789642
3.251525402,5.02292347
3.196445704,5.259299278
3.343637943,5.38713026
2.970269203,4.060558796
3.380853653,4.839365482
2.998490095,4.398714066
3.053427935,4.313293934
3.07397294,4.663665771
3.245542765,5.158088684
3.585072517,3.756467581
3.343701601,5.12383461
3.113487005,5.216081619
2.946701288,4.281044483
2.879719019,4.595885754
3.456470966,5.99677515
3.256412029,5.038730145
3.075205803,4.658014297
3.17488575,5.909052849
3.421119928,3.985501528
3.596731663,5.914725304
3.42989707,4.291343689
3.390345335,5.474593639
3.845984936,6.298840523
3.379292965,5.885453224
3.160554171,4.288088799
4.657419682,6.139893532
3.529094458,4.965773106
3.650801182,5.798352242
3.408759356,3.973559856
3.353911638,4.370573521
3.052306414,4.286838055
3.529118299,5.371806145
3.05349493,4.288423538
3.276489258,5.202572346
3.305449247,4.767184734
4.013113022,7.443267822
3.558948517,6.28785944
3.964144468,7.451025486
4.079701424,7.725942612
4.433879375,8.347527504
3.521786213,5.730633736
3.908890247,7.321932793
3.63250041,6.522171021
3.551687002,5.794031143
3.828123808,6.80440712
3.772562027,6.849378586
3.632914066,4.578599453
3.595104933,6.495530128
3.58915329,6.0939641
3.990540028,6.680449963
3.222698927,5.162689686
3.804010391,6.816964149
3.701627731,6.527840137
3.863965511,7.343047142
3.551482439,6.167300701
3.486188889,5.84941864
4.228479862,7.486969471
3.444100142,5.807341576
4.121645451,7.237856388
3.698951721,6.332676888
3.603588343,6.382571697
3.15651989,5.17683506
3.515501738,4.440834522
3.725672007,6.656250477
4.228649616,7.431025982
3.724037886,6.734536648
3.771609306,6.253716946
3.287814617,5.229835987
3.710288525,6.142542362
3.633933067,6.619616985
3.493130922,6.056461334
4.12044096,7.805827618
3.851058006,6.742134094
3.7701478,6.04986763
3.27905798,5.240490437
3.550141573,5.599294662
3.506546259,5.866064548
3.401978731,4.542580605
3.479687929,5.699038982
3.797177553,6.434166431
3.466615677,4.268595695
4.114012241,4.467562199
3.350334406,3.958824396
3.253352642,4.60537529
3.255890369,4.226346016
3.401258945,5.698420048
3.469471455,5.186460495
3.222780228,5.110964775
3.165183306,4.704743862
3.392810345,5.064214706
3.142513752,4.238664627
3.174574852,3.960075378
3.450129032,5.138754845
3.616292715,5.280490875
3.600871801,5.975649834
3.081965208,4.003600121
3.591178417,6.119690418
3.261204243,3.892986298
3.413362026,4.582710743
3.355840683,5.625831604
3.704107046,5.925794125
4.04916954,7.046596527
3.6165905,5.391541481
3.983431578,6.870669365
3.108795166,4.553959846
4.062981606,6.665384769
3.136676788,4.163279533
3.007076502,3.792797565
3.45098567,5.603667259
3.246843815,4.343342781
3.482740164,5.822108746
3.309787035,4.326572895
3.550886869,5.133838177
3.186611891,4.052590847
3.020205021,4.671473026
3.807034016,6.451778412
4.075912476,6.901342392
3.187833071,5.074671268
4.034560204,7.155520916
3.113523006,4.713840961
3.41520977,5.95222187
3.011829376,4.836921215
3.511889696,4.005807877
3.123681545,4.417185783
3.213591337,5.142146587
3.562338829,5.4632411
3.160245419,5.084050655
3.458738327,5.110868454
3.627902508,6.383697033
3.266645908,4.9208951
3.385725021,5.414680004
4.253097057,7.246971607
3.818171501,4.591780186
3.404379845,4.774108887
3.149014235,5.351187229
3.214156628,4.647656918
3.14106226,4.504377842
3.624651432,6.004830837
3.382256985,5.12116909
3.388562441,5.229040623
3.940730095,6.667273521
3.246555805,4.842811584
3.304320097,5.210496426
3.084424019,4.29365778
3.348225594,5.09180212
3.581208467,5.508332729
3.283710003,4.966873169
3.2645576,4.167913437
3.466167688,5.581556797
3.42017746,4.947313786
3.276453257,5.06500721
3.270565748,4.466570854
3.876813889,6.125570297
3.135904312,4.825234413
3.704371214,5.703372955
4.00384903,7.091926098
3.665428162,6.379752159
3.577576399,4.336703777
3.350919008,4.304832935
3.414603233,4.606688023
4.172277927,6.187948227
3.171440601,4.733181
3.35231185,3.862258196
3.153473854,4.680951118
3.296934128,5.690341949
3.191531897,3.850001097
3.820570469,4.88450098
3.153871298,4.700083256
3.036356211,4.580202103
3.529555082,4.873853683
3.327228546,4.05026865
3.053076982,4.430290699
3.109479189,4.75304985
3.155751944,4.022985935
3.344351053,4.223506451
3.329751492,4.765241146
3.353059292,4.416797638
3.281471491,5.400880814
3.329487324,4.681041718
3.433697701,5.387403011
3.310049534,5.163280487
3.603561878,6.056323528
3.31030798,4.381112576
3.116857767,4.61497736
3.217882633,4.425709248
4.296685696,6.363174915
3.803662539,4.748278618
3.749032736,5.257218361
3.598183393,6.147489071
3.528487206,4.634553432
4.188500404,6.908152103
3.734506607,5.048865795
3.687030315,4.702824593
4.29607296,6.753537655
4.073845387,6.215544224
3.607913494,4.786729813
3.503589392,4.396288872
4.094522953,5.570245266
3.628833771,4.231214046
3.711279631,4.572496414
3.718805552,5.341134548
3.966623545,5.5488801
4.035391331,6.000782967
3.448864222,4.833374977
3.813072205,5.18134594
3.070096016,5.390846729
3.802853584,8.563352585
3.212521076,5.58554554
3.102749825,3.931231022
3.404815912,5.832474232
3.429883718,5.11455965
3.185418367,4.723386288
3.651616812,5.73957777
3.519848824,5.900036812
3.63620472,6.895623684
3.453969002,3.745830297
3.248976707,4.590213299
3.115096569,4.805845261
3.108364344,4.299144745
3.218276262,4.611971855
3.0917871,4.396998405
3.417634249,4.933551788
3.209639072,4.690196514
3.216944456,4.284291744
3.165315866,4.620890617
3.253951311,4.154037476
3.520126343,5.077215672
3.198036671,4.977556229
2.963279963,4.494621277
3.188143969,4.87126112
3.203250408,4.816132545
3.094547033,5.097065449
2.986684322,4.427702427
3.563064337,6.030390739
3.15304327,4.012182713
3.290204525,4.520431995
3.154302359,3.988348246
3.350795984,4.731221676
3.357523441,4.55511713
3.268225431,5.092195988
3.31676054,4.792174339
3.306011915,4.637470245
3.135699987,4.661940098
3.301965475,5.468949795
3.293637514,5.167773247
3.598060608,5.353244305
2.921022415,3.884774446
3.045228958,4.37100029
3.340199709,5.400474072
3.026064157,4.111752033
3.445338011,4.793238163
3.361085176,4.348135948
3.192363739,4.073278904
2.83036232,4.513929367
3.372518301,5.056938648
3.431632757,6.222577572
3.220994711,4.153494835
3.60216713,5.585240841
3.128076077,5.139887333
3.124664307,4.30454874
3.03236866,4.290464401
3.094130039,3.977740288
2.984913349,4.96788168
3.276416302,4.451303482
3.025790215,4.630466938
3.420966625,4.591605663
3.09014082,4.430998802
3.415138721,3.965665102
3.226634979,4.493411064
3.184705734,5.245660305
3.238182068,4.587489128
3.148332834,5.018585682
3.052503824,4.403107166
3.516179323,4.349986076
3.138244629,4.714713573
3.238452196,4.393949032
2.970625877,4.239838123
2.894437075,4.015087605
3.330357313,4.540928841
3.125090122,4.998479843
3.095297813,3.906906843
3.006302357,4.833844185
3.433702946,3.943776369
3.181563616,4.257247925
3.16417408,3.838083982
3.071657896,4.44035387
2.994646311,4.680502415
3.07333827,4.526857376
3.213799238,4.020824432
3.103151083,3.811558247
3.445346117,5.289176941
2.911314249,3.877989054
3.154734135,4.252049446
3.243017435,4.682366848
3.080458641,4.219766617
3.229669094,4.886042595
3.443146467,4.900679588
3.548947811,5.407907009
3.120555878,4.349266529
2.962569952,4.033446789
3.482924938,4.030727386
3.16308403,4.612257957
3.191618681,5.034843445
3.192830324,4.72833252
3.345735788,5.135560513
3.008764029,5.097290516
3.087345362,4.524818897
3.538737297,5.550090313
3.125690222,3.911931276
3.429657459,4.647716999
3.086289167,3.931087971
3.501335382,4.00535059
3.459064245,4.215944767
2.882516146,4.171228409
3.250033855,4.430639267
3.403864861,4.45831871
3.207351446,4.037295341
3.094210625,4.575733662
3.612368822,5.742014408
3.036836863,3.659644127
3.160506964,4.461391449
2.910824299,3.929126024
2.89456749,4.359417915
3.353024244,3.696215868
3.763655186,3.87947464
3.286863089,4.298555851
3.246074915,4.210441589
3.110109568,3.762082338
3.272326708,4.707533836
2.962014437,3.882417679
3.387291908,4.872357845
3.022114515,4.601553917
3.367235184,4.093006134
2.978777409,4.184668064
2.919884205,3.877759933
3.095335484,4.20761919
3.355194092,3.842876673
3.216956139,3.907230854
3.272017002,4.197081089
3.267669201,4.068205357
3.956170797,7.732435703
3.429080725,3.936962605
2.762176275,3.903189182
3.291147232,4.570685863
3.195727825,4.750542164
3.120352268,3.907438755
3.126065493,4.819745064
3.064785242,4.338382721
3.221339941,4.558185101
3.12897253,3.846958876
3.037657261,4.774799824
2.823443174,4.411225319
3.0922153,3.945109844
3.051203489,4.060305119
3.513521671,3.966771841
3.211882353,4.228410721
3.303756475,4.438838482
3.183299065,3.76830411
3.04202342,4.399926186
3.004770041,3.985105515
3.251605511,4.179390907
3.402160883,5.545546055
3.399106026,4.756467342
3.346752405,3.890541315
2.98015976,3.978607416
3.149924517,4.328576565
3.135883331,4.429979324
3.438700676,4.12088871
3.745562553,3.880331516
3.184874773,4.111731052
3.479232788,3.826902866
3.209499836,4.403065205
3.199412584,3.976634026
3.064571619,3.898835897
3.027859211,4.551131725
4.334981918,8.236225128
3.282515764,5.08849144
3.34438014,5.125231743
3.248005867,4.460521698
3.16808629,4.894578934
2.988749504,3.912328243
2.823106766,4.091104031
3.045009375,3.667265892
3.054433346,4.292471409
3.357661009,4.452571869
3.072590828,4.445982456
3.094244719,4.361547947
3.029203892,3.545681953
3.085991383,4.641414165
3.364540577,4.919411659
2.843377829,4.06387949
3.692243576,3.689069748
3.435321331,4.491499424
3.181955338,4.263504028
3.103331327,4.800223351
2.967274666,4.310118675
2.850957394,4.76917696
2.94415617,3.966614723
3.602054596,5.801985264
2.895467281,3.965302944
3.85782671,3.489098072
3.772544622,3.580431938
3.062703848,4.440021515
2.858219147,3.915668964
3.267614841,3.891423225
2.922268867,4.657207012
3.75842452,5.393413067
3.173713923,4.772231579
3.402531862,3.908257723
3.237972975,4.242199898
3.404943228,4.452013016
3.061905861,4.541305542
2.921989202,4.440239429
3.163455009,4.895382881
3.105784416,4.667421341
3.21265626,4.385051727
3.540394545,4.282496929
2.871195793,4.216754436
3.031928539,4.449653625
3.613218784,3.78843689
3.550220251,5.568333149
3.168100834,5.092489243
4.110367775,8.040122986
3.079104662,4.000263691
2.818479776,4.222527027
3.041264296,4.385559559
3.164678335,4.00230217
3.39152813,3.918200254
3.108793259,4.510090351
2.984827042,4.444200039
3.086179733,3.965539217
3.491534233,3.611148596
3.092015982,3.510056257
3.329707623,4.913813591
3.022664547,4.197173119
2.956051111,3.920993567
2.974386692,4.109261036
2.929869413,4.536931515
3.201962948,3.708959818
2.728139162,4.051518917
3.010231972,3.912985563
3.040970564,4.461034298
4.06720686,7.966999054
3.388761759,4.955476284
3.715703249,3.556261063
3.587460041,4.268092155
3.227317333,4.163807869
3.28346324,4.54341507
3.178475618,3.535346985
3.572812796,3.912895441
3.372888327,5.207587719
3.36760211,3.844354868
3.200410366,3.687235117
2.827754021,3.879294634
3.18157196,4.298151493
3.046755552,3.949933052
3.163910389,4.824099064
2.939391136,4.582614422
3.165335178,4.325235844
3.064050198,4.072318554
3.145185232,3.856149673
3.075041533,4.356281281
3.148004532,4.505810261
3.025421143,4.164945602
3.280243397,4.704027176
3.31878829,3.721175432
3.058150291,4.340829849
3.180076361,4.605944157
3.032245874,4.127316952
4.129269123,7.899341583
3.231497526,3.918082237
3.903837681,6.800243378
3.429772615,5.415911674
3.240081072,5.260029316
3.588009834,6.181594849
3.373142004,5.445217133
3.257746696,5.417838097
3.645990133,6.648897171
3.870432377,6.652112484
3.248911858,5.399929523
3.840649128,6.437525272
3.480265856,5.195066452
3.418900251,6.030632019
3.798044443,6.568616867
3.277798891,4.982640743
3.729439497,6.458899975
3.350773335,5.344553471
3.827648878,5.387757778
3.96504879,6.909055233
3.519291878,5.860470295
4.518404484,7.568884373
3.751408815,5.95100975
3.733440399,6.457520962
3.33582139,5.410948753
3.403993607,5.456589222
3.510812998,6.327675819
3.457337379,5.570560455
3.386996508,5.70654583
3.617013216,5.838356495
3.375672817,5.894451141
3.322710037,5.287682533
3.551343679,5.655566692
3.301745415,5.201188087
3.261740685,5.000932693
3.748980761,6.178194046
3.649562359,6.665135384
3.500400543,5.461544514
4.125257969,7.375655174
3.707500219,6.388411999
3.739346743,6.030179024
3.641150951,6.16631031
3.730081797,5.870407581
3.619237185,6.093114853
3.558071375,6.085370541
3.325837374,5.464025974
3.242464781,4.913204193
3.50099349,5.818161488
2.921146393,4.813223362
3.215163231,5.017959118
3.75997138,5.638872147
3.559322119,6.184175014
3.647304773,5.745130539
3.420603037,5.803627968
3.513316631,5.8676157
3.224431992,4.864534855
4.17565012,7.761002541
3.835201502,6.654492378
3.283614159,4.913454533
3.622082233,6.261927605
4.127025604,7.350368977
3.775820017,6.228545666
3.92095685,6.78594017
4.098614693,6.949521065
3.150943756,5.275889874
3.51539135,6.063943863
3.459272861,5.927751064
3.663037539,5.778581142
3.891524076,6.737892628
3.275249243,5.270582199
4.107205868,6.442407608
3.610430956,5.370828152
3.408375263,4.57578373
3.246641159,5.377368927
3.439920664,5.641989708
3.500850916,5.977871895
3.079960823,5.129770279
3.028136492,4.825814724
3.624738932,6.216938496
4.177911758,7.805357456
3.905013561,7.003528118
4.222872734,6.215341568
3.503008604,5.407401562
2.817069769,4.400960445
3.23636961,5.385039806
3.656076193,6.510630608
3.459208727,5.604950905
3.83379364,5.449501991
3.38328743,5.182487965
3.317106247,5.712977886
2.905367374,5.066717625
3.535402775,6.090118408
3.141003609,5.015453815
3.205188036,5.641430378
3.225079775,5.177082062
2.949736595,4.354103088
3.676990271,6.122872353
3.290832996,5.856961727
3.190567732,4.922456264
3.059401512,4.968944073
2.711650372,4.374728203
3.647088528,6.250666142
3.442471504,5.703346729
3.25980854,5.134194374
3.137457132,5.161362171
2.883369684,4.167891026
3.097435951,4.732076645
4.427349091,7.612282753
3.832406998,6.974943161
3.117086411,5.251234055
3.354746342,5.398656845
3.080021143,4.9505229
3.128018856,5.008884907
3.598409891,6.206489563
3.275041342,5.43377161
3.176262379,4.972030163
3.206798077,4.941875935
3.116475105,5.043196678
3.515271664,5.322076797
3.884423018,6.801645279
3.789595842,6.071871281
3.663729191,6.544206619
3.033545256,4.668820381
3.115114927,4.837969303
3.702927589,5.435411453
2.825219154,4.361926079
2.917403936,4.018146038
3.787472486,5.943686485
4.699604511,8.453741074
3.333310127,5.813695908
3.386684656,5.585138798
3.876676559,7.189750671
4.38697052,7.028966427
3.013003349,4.971117973
3.507861853,5.811058044
3.451025486,5.067606926
3.067905426,5.255180359
3.458413601,5.209153652
3.595242023,6.143002987
3.345498085,5.503766537
3.561585426,6.160321236
2.82601881,4.247887611
